Sr. No.,Item Name,Quantity,UOM,Brand,RM,RM Currency,MF,MF Currency,Unit Price (₹),Extended Price (₹),Tax,Total Price (₹),Baseline Price (₹)
832,Air Pump,91,litres,MKT,933,INR,739,INR,2128,193648,12 %,216885.76,222695.2
833,SPARX 12V motor,94,each,XYZ,730,INR,738,INR,1957,183958,12 %,206032.96,211551.7
834,Drill Machine,18,each,MKT,856,INR,569,INR,1680,30240,12 %,33868.8,34776.0
835,Air Pump,58,litres,MNO,858,INR,879,INR,2203,127774,12 %,143106.88,146940.1
836,Drill Machine,15,tons,XYZ,614,INR,989,INR,1887,28305,12 %,31701.6,32550.75
837,LED Panel 250,80,each,MNO,804,INR,910,INR,2181,174480,12 %,195417.6,200652.0
838,SPARX 12V motor,98,litres,XYZ,708,INR,885,INR,1971,193158,12 %,216336.96,222131.7
839,SPARX 12V motor,57,litres,MNO,948,INR,823,INR,2006,114342,12 %,128063.04,131493.3
840,Air Pump,28,each,ABC,663,INR,559,INR,1360,38080,12 %,42649.6,43792.0
841,Drill Machine,33,litres,MKT,897,INR,996,INR,2047,67551,12 %,75657.12,77683.65
842,SPARX 12V motor,70,each,XYZ,911,INR,633,INR,1986,139020,12 %,155702.4,159873.0
843,Drill Machine,49,each,XYZ,564,INR,795,INR,1723,84427,12 %,94558.24,97091.05
844,Drill Machine,79,litres,ABC,957,INR,523,INR,1650,130350,12 %,145992.0,149902.5
845,Drill Machine,18,each,MKT,616,INR,880,INR,1695,30510,12 %,34171.2,35086.5
846,Air Pump,23,crystals,XYZ,618,INR,539,INR,1330,30590,12 %,34260.8,35178.5
847,Drill Machine,97,tons,AKZ,535,INR,605,INR,1540,149380,12 %,167305.6,171787.0
848,Drill Machine,99,crystals,AKZ,855,INR,679,INR,1852,183348,12 %,205349.76,210850.2
849,Air Pump,75,tons,MNO,568,INR,512,INR,1553,116475,12 %,130452.0,133946.25
850,Air Pump,51,tons,XYZ,636,INR,799,INR,1789,91239,12 %,102187.68,104924.85
851,LED Panel 250,65,each,ABC,652,INR,638,INR,1609,104585,12 %,117135.2,120272.75
852,Drill Machine,14,crystals,AKZ,708,INR,891,INR,1728,24192,12 %,27095.04,27820.8
853,Drill Machine,99,tons,XYZ,679,INR,697,INR,1639,162261,12 %,181732.32,186600.15
854,SPARX 12V motor,65,crystals,MNO,870,INR,965,INR,2126,138190,12 %,154772.8,158918.5
855,SPARX 12V motor,76,litres,XYZ,529,INR,898,INR,1606,122056,12 %,136702.72,140364.4
856,Air Pump,93,crystals,AKZ,687,INR,600,INR,1757,163401,12 %,183009.12,187911.15
857,TITAN 25mm wrench,72,litres,MKT,572,INR,706,INR,1774,127728,12 %,143055.36,146887.2
858,SPARX 12V motor,48,tons,ABC,959,INR,770,INR,2071,99408,12 %,111336.96,114319.2
859,Air Pump,84,litres,ABC,789,INR,625,INR,1724,144816,12 %,162193.92,166538.4
860,LED Panel 250,84,litres,ABC,749,INR,536,INR,1455,122220,12 %,136886.4,140553.0
861,Drill Machine,60,crystals,AKZ,851,INR,884,INR,2013,120780,12 %,135273.6,138897.0
862,Drill Machine,34,crystals,MNO,755,INR,831,INR,2027,68918,12 %,77188.16,79255.7
863,TITAN 25mm wrench,41,tons,MKT,632,INR,977,INR,1831,75071,12 %,84079.52,86331.65
864,Air Pump,57,crystals,XYZ,639,INR,515,INR,1525,86925,12 %,97356.0,99963.75
865,TITAN 25mm wrench,56,tons,MKT,605,INR,587,INR,1479,82824,12 %,92762.88,95247.6
866,TITAN 25mm wrench,94,crystals,MKT,651,INR,820,INR,1918,180292,12 %,201927.04,207335.8
867,Air Pump,85,each,ABC,590,INR,589,INR,1552,131920,12 %,147750.4,151708.0
868,SPARX 12V motor,47,each,MKT,968,INR,766,INR,1884,88548,12 %,99173.76,101830.2
869,SPARX 12V motor,7,tons,MKT,696,INR,705,INR,1794,12558,12 %,14064.96,14441.7
870,SPARX 12V motor,16,each,AKZ,593,INR,861,INR,1930,30880,12 %,34585.6,35512.0
871,TITAN 25mm wrench,66,each,MNO,868,INR,875,INR,2016,133056,12 %,149022.72,153014.4
872,Drill Machine,98,tons,MNO,563,INR,724,INR,1443,141414,12 %,158383.68,162626.1
873,LED Panel 250,47,each,AKZ,559,INR,590,INR,1316,61852,12 %,69274.24,71129.8
874,Drill Machine,43,litres,ABC,629,INR,940,INR,1848,79464,12 %,88999.68,91383.6
875,LED Panel 250,33,crystals,XYZ,772,INR,641,INR,1573,51909,12 %,58138.08,59695.35
876,Air Pump,4,each,XYZ,632,INR,996,INR,1872,7488,12 %,8386.56,8611.2
877,TITAN 25mm wrench,69,litres,XYZ,660,INR,767,INR,1894,130686,12 %,146368.32,150288.9
878,SPARX 12V motor,2,each,ABC,948,INR,540,INR,1652,3304,12 %,3700.48,3799.6
879,Drill Machine,95,each,XYZ,860,INR,953,INR,2010,190950,12 %,213864.0,219592.5
880,SPARX 12V motor,40,litres,XYZ,738,INR,790,INR,1885,75400,12 %,84448.0,86710.0
881,SPARX 12V motor,79,tons,AKZ,656,INR,671,INR,1649,130271,12 %,145903.52,149811.65
882,Air Pump,40,each,MNO,626,INR,878,INR,1632,65280,12 %,73113.6,75072.0
883,Air Pump,6,crystals,XYZ,809,INR,680,INR,1592,9552,12 %,10698.24,10984.8
884,Air Pump,77,tons,XYZ,618,INR,962,INR,2013,155001,12 %,173601.12,178251.15
885,SPARX 12V motor,49,crystals,MKT,539,INR,552,INR,1396,68404,12 %,76612.48,78664.6
886,Drill Machine,58,each,MKT,796,INR,662,INR,1816,105328,12 %,117967.36,121127.2
887,Air Pump,58,each,MKT,698,INR,735,INR,1543,89494,12 %,100233.28,102918.1
888,LED Panel 250,49,tons,MKT,923,INR,949,INR,2316,113484,12 %,127102.08,130506.6
889,SPARX 12V motor,74,each,ABC,713,INR,874,INR,1840,136160,12 %,152499.2,156584.0
890,Air Pump,20,tons,ABC,597,INR,939,INR,1920,38400,12 %,43008.0,44160.0
891,TITAN 25mm wrench,86,tons,XYZ,836,INR,959,INR,2179,187394,12 %,209881.28,215503.1
892,LED Panel 250,61,each,MKT,686,INR,913,INR,1713,104493,12 %,117032.16,120166.95
893,SPARX 12V motor,85,each,ABC,875,INR,749,INR,1806,153510,12 %,171931.2,176536.5
894,SPARX 12V motor,33,litres,XYZ,981,INR,829,INR,2140,70620,12 %,79094.4,81213.0
895,Drill Machine,92,crystals,XYZ,682,INR,953,INR,1986,182712,12 %,204637.44,210118.8
896,LED Panel 250,65,crystals,AKZ,987,INR,695,INR,1884,122460,12 %,137155.2,140829.0
897,Drill Machine,23,crystals,MNO,856,INR,984,INR,2038,46874,12 %,52498.88,53905.1
898,LED Panel 250,90,litres,AKZ,890,INR,544,INR,1669,150210,12 %,168235.2,172741.5
899,TITAN 25mm wrench,27,crystals,ABC,707,INR,905,INR,1830,49410,12 %,55339.2,56821.5
900,Air Pump,94,litres,AKZ,980,INR,891,INR,2152,202288,12 %,226562.56,232631.2
901,LED Panel 250,36,tons,XYZ,541,INR,890,INR,1772,63792,12 %,71447.04,73360.8
902,SPARX 12V motor,66,tons,XYZ,813,INR,788,INR,1724,113784,12 %,127438.08,130851.6
903,LED Panel 250,82,crystals,AKZ,993,INR,692,INR,2002,164164,12 %,183863.68,188788.6
904,TITAN 25mm wrench,32,litres,AKZ,599,INR,727,INR,1820,58240,12 %,65228.8,66976.0
905,LED Panel 250,22,tons,XYZ,801,INR,677,INR,1944,42768,12 %,47900.16,49183.2
906,LED Panel 250,84,tons,ABC,906,INR,908,INR,1973,165732,12 %,185619.84,190591.8
907,SPARX 12V motor,31,litres,XYZ,817,INR,783,INR,1723,53413,12 %,59822.56,61424.95
908,Air Pump,61,each,ABC,897,INR,732,INR,1867,113887,12 %,127553.44,130970.05
909,SPARX 12V motor,10,tons,AKZ,767,INR,857,INR,1942,19420,12 %,21750.4,22333.0
910,Air Pump,82,litres,MNO,646,INR,912,INR,2005,164410,12 %,184139.2,189071.5
911,Air Pump,36,litres,ABC,699,INR,601,INR,1467,52812,12 %,59149.44,60733.8
912,SPARX 12V motor,58,each,ABC,811,INR,887,INR,2188,126904,12 %,142132.48,145939.6
913,Air Pump,20,tons,ABC,762,INR,932,INR,1989,39780,12 %,44553.6,45747.0
914,LED Panel 250,94,tons,XYZ,505,INR,845,INR,1805,169670,12 %,190030.4,195120.5
915,Air Pump,36,crystals,MKT,983,INR,851,INR,2211,79596,12 %,89147.52,91535.4
916,TITAN 25mm wrench,2,each,AKZ,947,INR,650,INR,2040,4080,12 %,4569.6,4692.0
917,LED Panel 250,35,each,MNO,986,INR,888,INR,2224,77840,12 %,87180.8,89516.0
918,TITAN 25mm wrench,92,each,ABC,747,INR,678,INR,1613,148396,12 %,166203.52,170655.4
919,Air Pump,10,each,ABC,978,INR,644,INR,1906,19060,12 %,21347.2,21919.0
920,TITAN 25mm wrench,69,each,MNO,672,INR,565,INR,1429,98601,12 %,110433.12,113391.15
921,LED Panel 250,95,tons,MKT,732,INR,970,INR,2081,197695,12 %,221418.4,227349.25
922,SPARX 12V motor,48,litres,MNO,589,INR,639,INR,1490,71520,12 %,80102.4,82248.0
923,LED Panel 250,55,tons,MNO,801,INR,878,INR,1803,99165,12 %,111064.8,114039.75
924,TITAN 25mm wrench,91,tons,MKT,969,INR,773,INR,1999,181909,12 %,203738.08,209195.35
925,Drill Machine,14,litres,MNO,716,INR,732,INR,1717,24038,12 %,26922.56,27643.7
926,Air Pump,84,litres,ABC,983,INR,556,INR,1826,153384,12 %,171790.08,176391.6
927,Air Pump,11,tons,AKZ,777,INR,559,INR,1668,18348,12 %,20549.76,21100.2
928,Air Pump,43,litres,AKZ,803,INR,966,INR,2125,91375,12 %,102340.0,105081.25
929,LED Panel 250,50,litres,AKZ,786,INR,680,INR,1936,96800,12 %,108416.0,111320.0
930,TITAN 25mm wrench,26,tons,XYZ,661,INR,542,INR,1364,35464,12 %,39719.68,40783.6
931,TITAN 25mm wrench,17,each,ABC,948,INR,763,INR,2193,37281,12 %,41754.72,42873.15
932,Drill Machine,95,litres,XYZ,876,INR,830,INR,1952,185440,12 %,207692.8,213256.0
933,SPARX 12V motor,27,crystals,XYZ,674,INR,585,INR,1445,39015,12 %,43696.8,44867.25
934,TITAN 25mm wrench,68,litres,XYZ,538,INR,654,INR,1570,106760,12 %,119571.2,122774.0
935,Air Pump,99,each,ABC,544,INR,786,INR,1692,167508,12 %,187608.96,192634.2
936,Drill Machine,94,crystals,ABC,923,INR,533,INR,1666,156604,12 %,175396.48,180094.6
937,Drill Machine,56,tons,MNO,773,INR,900,INR,1784,99904,12 %,111892.48,114889.6
938,LED Panel 250,17,each,AKZ,510,INR,520,INR,1187,20179,12 %,22600.48,23205.85
939,Air Pump,68,crystals,AKZ,930,INR,985,INR,2095,142460,12 %,159555.2,163829.0
940,Drill Machine,80,tons,MNO,636,INR,895,INR,1691,135280,12 %,151513.6,155572.0
941,SPARX 12V motor,81,each,MNO,986,INR,955,INR,2366,191646,12 %,214643.52,220392.9
942,Drill Machine,74,tons,MNO,883,INR,901,INR,1929,142746,12 %,159875.52,164157.9
943,Drill Machine,8,litres,MNO,907,INR,868,INR,2049,16392,12 %,18359.04,18850.8
944,SPARX 12V motor,34,litres,MKT,749,INR,716,INR,1735,58990,12 %,66068.8,67838.5
945,LED Panel 250,33,tons,MNO,734,INR,607,INR,1679,55407,12 %,62055.84,63718.05
946,LED Panel 250,74,crystals,XYZ,729,INR,764,INR,1837,135938,12 %,152250.56,156328.7
947,SPARX 12V motor,35,litres,AKZ,509,INR,981,INR,1980,69300,12 %,77616.0,79695.0
948,Drill Machine,59,tons,AKZ,927,INR,503,INR,1865,110035,12 %,123239.2,126540.25
949,LED Panel 250,48,litres,ABC,619,INR,731,INR,1820,87360,12 %,97843.2,100464.0
950,SPARX 12V motor,88,tons,XYZ,805,INR,744,INR,1654,145552,12 %,163018.24,167384.8
951,SPARX 12V motor,43,litres,MNO,825,INR,798,INR,1757,75551,12 %,84617.12,86883.65
952,Air Pump,67,crystals,MNO,649,INR,693,INR,1485,99495,12 %,111434.4,114419.25
953,SPARX 12V motor,99,each,MKT,916,INR,844,INR,1975,195525,12 %,218988.0,224853.75
954,TITAN 25mm wrench,35,each,MNO,584,INR,583,INR,1585,55475,12 %,62132.0,63796.25
955,Drill Machine,65,crystals,ABC,971,INR,995,INR,2460,159900,12 %,179088.0,183885.0
956,SPARX 12V motor,64,crystals,MNO,829,INR,726,INR,1664,106496,12 %,119275.52,122470.4
957,SPARX 12V motor,86,each,ABC,557,INR,662,INR,1646,141556,12 %,158542.72,162789.4
958,Drill Machine,35,crystals,MNO,692,INR,575,INR,1584,55440,12 %,62092.8,63756.0
959,Air Pump,73,each,XYZ,534,INR,576,INR,1504,109792,12 %,122967.04,126260.8
960,LED Panel 250,90,litres,MNO,577,INR,713,INR,1433,128970,12 %,144446.4,148315.5
961,Drill Machine,43,crystals,MNO,623,INR,773,INR,1882,80926,12 %,90637.12,93064.9
962,Drill Machine,86,litres,ABC,878,INR,589,INR,1860,159960,12 %,179155.2,183954.0
963,Drill Machine,1,crystals,MKT,687,INR,549,INR,1481,1481,12 %,1658.72,1703.15
964,TITAN 25mm wrench,94,tons,MKT,589,INR,726,INR,1525,143350,12 %,160552.0,164852.5
965,SPARX 12V motor,71,tons,XYZ,688,INR,853,INR,1831,130001,12 %,145601.12,149501.15
966,SPARX 12V motor,77,crystals,XYZ,691,INR,955,INR,1892,145684,12 %,163166.08,167536.6
967,Drill Machine,7,tons,AKZ,977,INR,660,INR,2073,14511,12 %,16252.32,16687.65
968,Air Pump,81,tons,XYZ,967,INR,774,INR,2044,165564,12 %,185431.68,190398.6
969,LED Panel 250,88,each,MNO,999,INR,587,INR,1769,155672,12 %,174352.64,179022.8
970,Drill Machine,89,crystals,MKT,728,INR,854,INR,1913,170257,12 %,190687.84,195795.55
971,Drill Machine,14,tons,MKT,986,INR,696,INR,1816,25424,12 %,28474.88,29237.6
972,Air Pump,90,each,XYZ,507,INR,583,INR,1458,131220,12 %,146966.4,150903.0
973,Drill Machine,55,each,ABC,701,INR,550,INR,1502,82610,12 %,92523.2,95001.5
974,Air Pump,80,crystals,ABC,966,INR,960,INR,2132,170560,12 %,191027.2,196144.0
975,SPARX 12V motor,24,each,MNO,551,INR,639,INR,1406,33744,12 %,37793.28,38805.6
976,LED Panel 250,34,each,AKZ,587,INR,869,INR,1628,55352,12 %,61994.24,63654.8
977,Drill Machine,32,crystals,AKZ,698,INR,654,INR,1662,53184,12 %,59566.08,61161.6
978,Drill Machine,88,tons,XYZ,777,INR,500,INR,1468,129184,12 %,144686.08,148561.6
979,LED Panel 250,88,tons,ABC,779,INR,545,INR,1688,148544,12 %,166369.28,170825.6
980,Air Pump,43,litres,MKT,677,INR,728,INR,1637,70391,12 %,78837.92,80949.65
981,LED Panel 250,95,tons,AKZ,787,INR,868,INR,1927,183065,12 %,205032.8,210524.75
982,SPARX 12V motor,76,litres,AKZ,643,INR,716,INR,1665,126540,12 %,141724.8,145521.0
983,SPARX 12V motor,21,each,XYZ,826,INR,970,INR,2089,43869,12 %,49133.28,50449.35
984,TITAN 25mm wrench,28,litres,ABC,904,INR,848,INR,2232,62496,12 %,69995.52,71870.4
985,SPARX 12V motor,74,litres,XYZ,622,INR,579,INR,1384,102416,12 %,114705.92,117778.4
986,LED Panel 250,23,crystals,XYZ,907,INR,829,INR,1958,45034,12 %,50438.08,51789.1
987,Drill Machine,65,litres,MKT,520,INR,932,INR,1766,114790,12 %,128564.8,132008.5
988,TITAN 25mm wrench,57,litres,MNO,934,INR,527,INR,1580,90060,12 %,100867.2,103569.0
989,SPARX 12V motor,3,litres,MNO,876,INR,653,INR,1736,5208,12 %,5832.96,5989.2
990,SPARX 12V motor,63,each,MNO,669,INR,905,INR,1753,110439,12 %,123691.68,127004.85
991,Drill Machine,49,litres,MNO,640,INR,767,INR,1640,80360,12 %,90003.2,92414.0
992,LED Panel 250,35,each,XYZ,622,INR,869,INR,1813,63455,12 %,71069.6,72973.25
993,TITAN 25mm wrench,29,tons,ABC,501,INR,710,INR,1360,39440,12 %,44172.8,45356.0
994,SPARX 12V motor,96,each,MNO,874,INR,880,INR,1933,185568,12 %,207836.16,213403.2
995,Air Pump,74,litres,AKZ,587,INR,848,INR,1754,129796,12 %,145371.52,149265.4
996,Drill Machine,79,each,MKT,637,INR,633,INR,1432,113128,12 %,126703.36,130097.2
997,Air Pump,14,litres,MKT,699,INR,527,INR,1617,22638,12 %,25354.56,26033.7
998,Air Pump,33,litres,AKZ,718,INR,923,INR,1766,58278,12 %,65271.36,67019.7
999,LED Panel 250,3,crystals,XYZ,520,INR,697,INR,1400,4200,12 %,4704.0,4830.0
1000,Drill Machine,59,litres,AKZ,834,INR,533,INR,1568,92512,12 %,103613.44,106388.8
